review_status,manual_error_type,oracle_issue,augmentation_issue,baseline_dataset_issue,notes,base_id,noisy_id,category,dimension,heuristic_error_type,clean_prompt,noisy_prompt,gold,clean_prediction,noisy_prediction
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,parallel_38,parallel_38__cursing,parallel,cursing,argument_value_error,"What's the driving distance between New York and Washington DC, and between Los Angeles and San Francisco with optional parameter shortest route enabled?","this is bullshit what's the driving distance between New York and Washington DC, and between Los Angeles and San Francisco with optional parameter shortest route enabled?","[{""calc_distance"": {""end_loc"": [""Washington DC"", ""Washington D.C.""], ""shortest_route"": [true], ""start_loc"": [""New York"", ""New York, NY"", ""New York City"", ""NYC""]}}, {""calc_distance"": {""end_loc"": [""San Francisco"", ""SF""], ""shortest_route"": [true], ""start_loc"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""]}}]","[{""arguments"": {""end_loc"": ""Washington DC"", ""shortest_route"": true, ""start_loc"": ""New York""}, ""name"": ""calc_distance""}, {""arguments"": {""end_loc"": ""San Francisco"", ""shortest_route"": true, ""start_loc"": ""Los Angeles""}, ""name"": ""calc_distance""}]","[{""arguments"": {""end_loc"": ""Washington, DC"", ""shortest_route"": true, ""start_loc"": ""New York, NY""}, ""name"": ""calc_distance""}, {""arguments"": {""end_loc"": ""San Francisco, CA"", ""shortest_route"": true, ""start_loc"": ""Los Angeles, CA""}, ""name"": ""calc_distance""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,parallel_multiple_36,parallel_multiple_36__cursing,parallel_multiple,cursing,argument_value_error,Find overview about the Battle of Waterloo and the signing of the Treaty of Tordesillas.,this is bullshit find overview about the Battle of Waterloo and the signing of the Treaty of Tordesillas.,"[{""euro_history.battle_details"": {""battle_name"": [""Battle of Waterloo"", ""Waterloo""], ""specific_info"": [[""overview""]]}}, {""euro_history.treaty_info"": {""info_requested"": [[""overview""]], ""treaty_name"": [""Treaty of Tordesillas"", ""Tordesillas""]}}]","[{""arguments"": {""battle_name"": ""Battle of Waterloo"", ""specific_info"": [""overview""]}, ""name"": ""euro_history.battle_details""}, {""arguments"": {""info_requested"": [""overview""], ""treaty_name"": ""Treaty of Tordesillas""}, ""name"": ""euro_history.treaty_info""}]","[{""arguments"": {""battle_name"": ""Battle of Waterloo"", ""specific_info"": [""overview"", ""date"", ""causalities""]}, ""name"": ""euro_history.battle_details""}, {""arguments"": {""info_requested"": [""overview"", ""signatories"", ""ratification date"", ""clauses""], ""treaty_name"": ""Treaty of Tordesillas""}, ""name"": ""euro_history.treaty_info""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,parallel_multiple_42,parallel_multiple_42__cursing,parallel_multiple,cursing,argument_value_error,"Find me a bronze statue in the Modern Arts Museum in New York and a stone sculpture in the Louvre Museum in Paris. Also, find me a painting made by Picasso in the Metropolitan Museum of Art.","this is bullshit find me a bronze statue in the Modern Arts Museum in New York and a stone sculpture in the Louvre Museum in Paris. Also, find me a painting made by Picasso in the Metropolitan Museum of Art.","[{""artwork.find"": {""artist"": [""""], ""material"": [""bronze"", ""Bronze""], ""museum"": [""Modern Arts Museum, New York"", ""Modern Arts Museum""], ""type"": [""sculpture"", ""Sculpture""]}}, {""artwork.find"": {""artist"": [""""], ""material"": [""stone"", ""Stone""], ""museum"": [""Louvre Museum, Paris"", ""Louvre Museum"", ""Paris""], ""type"": [""sculpture"", ""Sculpture""]}}, {""artwork.find"": {""artist"": [""Picasso""], ""material"": [""""], ""museum"": [""Metropolitan Museum of Art"", ""Metropolitan Museum""], ""type"": [""painting""]}}]","[{""arguments"": {""artist"": """", ""material"": ""Bronze"", ""museum"": ""Modern Arts Museum, New York"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": """", ""material"": ""Stone"", ""museum"": ""Louvre Museum, Paris"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": ""Picasso"", ""material"": """", ""museum"": ""Metropolitan Museum of Art"", ""type"": ""Painting""}, ""name"": ""artwork.find""}]","[{""arguments"": {""artist"": """", ""material"": ""Bronze"", ""museum"": ""Modern Arts Museum in New York"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": """", ""material"": ""Stone"", ""museum"": ""Louvre Museum in Paris"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": ""Picasso"", ""material"": """", ""museum"": ""Metropolitan Museum of Art"", ""type"": ""Painting""}, ""name"": ""artwork.find""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_34-11-0,live_simple_34-11-0__cursing,live_simple,cursing,argument_value_error,"I asked my language model about logistic regression, and it replied with '**Logistic regression is not present in the text, therefore I cannot answer this question.**' Valid?","this is bullshit i asked my language model about logistic regression, and it replied with '**Logistic regression is not present in the text, therefore I cannot answer this question.**' Valid?","[{""answer.string"": {""answer"": [""Logistic regression is not present in the text, therefore I cannot answer this question.""]}}]","[{""arguments"": {""answer"": ""**Logistic regression is not present in the text, therefore I cannot answer this question.**""}, ""name"": ""answer.string""}]","[{""arguments"": {""answer"": ""Valid? The message '**Logistic regression is not present in the text, therefore I cannot answer this question.**' is not a valid reason in general; logistic regression is a standard ML concept and doesn\u2019t require being present in any given text unless the task is constrained to answer strictly from an excerpt.""}, ""name"": ""answer.string""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_36-13-0,live_simple_36-13-0__cursing,live_simple,cursing,argument_value_error,"Sure, here is the answer to the question:\n\nThe text does not define logistic regression, therefore I cannot answer this question.","sure, here is the answer to the question:\n\nThe text does not define logistic regression, therefore I cannot answer this question. fucking please man","[{""parseAnswer"": {""answer"": [""The text does not define logistic regression, therefore I cannot answer this question.""]}}]","[{""arguments"": {""answer"": ""The text does not define logistic regression, therefore I cannot answer this question.""}, ""name"": ""parseAnswer""}]","[{""arguments"": {""answer"": ""The text does not define logistic regression, therefore I cannot answer this question. fucking please man""}, ""name"": ""parseAnswer""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_37-14-0,live_simple_37-14-0__cursing,live_simple,cursing,argument_value_error,"Sure, here is the answer to the question:\n\nThe text does not define logistic regression, therefore I cannot answer this question.","ffs sure, here is the answer to the question:\n\nThe text does not define logistic regression, therefore I cannot answer this question. brother","[{""parseAnswer"": {""answer"": [""The text does not define logistic regression, therefore I cannot answer this question.""]}}]","[{""arguments"": {""answer"": ""The text does not define logistic regression, therefore I cannot answer this question.""}, ""name"": ""parseAnswer""}]","[{""arguments"": {""answer"": ""The text does not define logistic regression, therefore I cannot answer this question. brother""}, ""name"": ""parseAnswer""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_228-119-0,live_simple_228-119-0__cursing,live_simple,cursing,argument_value_error,Convert it to audio format: I am a pretty girl,convert it to audio format: I am a pretty girl fucking please man,"[{""text_to_speech.convert"": {""gender"": ["""", ""female""], ""language"": ["""", ""en-US""], ""speed"": ["""", 1.0], ""text"": [""I am a pretty girl""]}}]","[{""arguments"": {""gender"": ""female"", ""language"": ""en-US"", ""speed"": 1, ""text"": ""I am a pretty girl""}, ""name"": ""text_to_speech.convert""}]","[{""arguments"": {""gender"": ""female"", ""language"": ""en-US"", ""speed"": 1, ""text"": ""I am a pretty girl fucking please man""}, ""name"": ""text_to_speech.convert""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_235-124-0,live_simple_235-124-0__cursing,live_simple,cursing,argument_value_error,Play the song 'Friends' by Marshmello,ffs play the song 'Friends' by Marshmello brother,"[{""play_spotify_song"": {""query"": [""track:Friends artist:Marshmello""], ""shuffle"": ["""", false], ""volume"": ["""", 50]}}]","[{""arguments"": {""query"": ""track:Friends artist:Marshmello"", ""shuffle"": false, ""volume"": 50}, ""name"": ""play_spotify_song""}]","[{""arguments"": {""query"": ""track:Friends artist:Marshmello brother"", ""shuffle"": false, ""volume"": 50}, ""name"": ""play_spotify_song""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_249-131-0,live_simple_249-131-0__cursing,live_simple,cursing,argument_value_error,"Hey bunny, How are you doing","holy shit just hey bunny, How are you doing","[{""chat_with_friend"": {""user_message"": [""Hey bunny, How are you doing""]}}]","[{""arguments"": {""user_message"": ""Hey bunny, How are you doing""}, ""name"": ""chat_with_friend""}]","[{""arguments"": {""user_message"": ""holy shit just hey bunny, How are you doing""}, ""name"": ""chat_with_friend""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_127-49-0,live_multiple_127-49-0__cursing,live_multiple,cursing,argument_value_error,Find some information on 'the history of kites and how they're made'?,ffs find some information on 'the history of kites and how they're made'? brother,"[{""search_engine.query"": {""include_facts"": ["""", true], ""prompt"": [""history of kites and how they're made"", ""history of kites and how they are made""], ""since_year"": ["""", 2023], ""source"": ["""", ""all""]}}]","[{""arguments"": {""include_facts"": true, ""prompt"": ""history of kites and how they are made"", ""since_year"": 2023, ""source"": ""all""}, ""name"": ""search_engine.query""}]","[{""arguments"": {""include_facts"": true, ""prompt"": ""history of kites and how they are made overview"", ""since_year"": 2023, ""source"": ""all""}, ""name"": ""search_engine.query""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_170-70-0,live_multiple_170-70-0__cursing,live_multiple,cursing,argument_value_error,Get the details of Adriel's internship at Sebelas Maret University?,man for fuck sake get the details of Adriel's internship at Sebelas Maret University?,"[{""get_adriel_detail_experience_and_education"": {""experience_or_education_name"": [""Internship at Sebelas Maret University"", ""Sebelas Maret University"", ""Internship""], ""experience_or_education_type"": ["""", ""work_experience""]}}]","[{""arguments"": {""experience_or_education_name"": ""Sebelas Maret University"", ""experience_or_education_type"": ""work_experience""}, ""name"": ""get_adriel_detail_experience_and_education""}]","[{""arguments"": {""experience_or_education_name"": ""Sebelas Maret University internship"", ""experience_or_education_type"": ""work_experience""}, ""name"": ""get_adriel_detail_experience_and_education""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_228-102-0,live_multiple_228-102-0__cursing,live_multiple,cursing,argument_value_error,Give me an analysis trail for my project id SUPERFANCY with component UUID AB1010CD and vulnerability ef903ac-893-f00,give me an analysis trail for my project id SUPERFANCY with component UUID AB1010CD and vulnerability ef903ac-893-f00 fucking please man,"[{""analysis_api.AnalysisApi.retrieve_analysis"": {""component"": [""AB1010CD""], ""project"": [""SUPERFANCY""], ""vulnerability"": [""ef903ac-893-f00""]}}]","[{""arguments"": {""component"": ""AB1010CD"", ""project"": ""SUPERFANCY"", ""vulnerability"": ""ef903ac-893-f00""}, ""name"": ""analysis_api.AnalysisApi.retrieve_analysis""}]","[{""arguments"": {""component"": ""AB1010CD"", ""project"": ""SUPERFANCY"", ""vulnerability"": ""ef903ac-893-f00 fucking please man""}, ""name"": ""analysis_api.AnalysisApi.retrieve_analysis""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_299-130-8,live_multiple_299-130-8__cursing,live_multiple,cursing,argument_value_error,"I want to go to Sydney, Australia and need a place for three people that has laundry service.","goddamn it i want to go to Sydney, Australia and need a place for three people that has laundry service.","[{""Hotels_2_SearchHouse"": {""has_laundry_service"": [""True""], ""number_of_adults"": [3], ""rating"": ["""", 0.0], ""where_to"": [""Sydney, Australia""]}}]","[{""arguments"": {""has_laundry_service"": ""True"", ""number_of_adults"": 3, ""rating"": 0, ""where_to"": ""Sydney, Australia""}, ""name"": ""Hotels_2_SearchHouse""}]","[{""arguments"": {""has_laundry_service"": ""True"", ""number_of_adults"": 3, ""rating"": 0, ""where_to"": ""Sydney, AU""}, ""name"": ""Hotels_2_SearchHouse""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_361-134-6,live_multiple_361-134-6__cursing,live_multiple,cursing,argument_value_error,I need your advice in finding a movie to watch. I want it to be an action movie with ryan reynolds and directed by david leitch,ffs i need your advice in finding a movie to watch. I want it to be an action movie with ryan reynolds and directed by david leitch brother,"[{""Movies_3_FindMovies"": {""cast"": [""ryan reynolds""], ""directed_by"": [""david leitch""], ""genre"": [""Action""]}}]","[{""arguments"": {""cast"": ""Ryan Reynolds"", ""directed_by"": ""David Leitch"", ""genre"": ""Action""}, ""name"": ""Movies_3_FindMovies""}]","[{""arguments"": {""cast"": ""Ryan Reynolds"", ""directed_by"": ""David Leitch brother"", ""genre"": ""Action""}, ""name"": ""Movies_3_FindMovies""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_629-160-9,live_multiple_629-160-9__cursing,live_multiple,cursing,argument_value_error,"Can you send $250 to Rachel's account using my debit card, and make sure the transaction is private?","goddamn it can you send $250 to Rachel's account using my debit card, and make sure the transaction is private?","[{""Payment_1_MakePayment"": {""amount"": [250.0], ""payment_method"": [""debit card""], ""private_visibility"": [true], ""receiver"": [""Rachel""]}}]","[{""arguments"": {""amount"": 250, ""payment_method"": ""debit card"", ""private_visibility"": true, ""receiver"": ""Rachel""}, ""name"": ""Payment_1_MakePayment""}]","[{""arguments"": {""amount"": 250, ""payment_method"": ""debit card"", ""private_visibility"": true, ""receiver"": ""Rachel's account""}, ""name"": ""Payment_1_MakePayment""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_841-178-16,live_multiple_841-178-16__cursing,live_multiple,cursing,argument_value_error,I'm looking for some new Electropp songs to listen to. I'd like to listen to something from the album Run.,ffs i'm looking for some new Electropp songs to listen to. I'd like to listen to something from the album Run. brother,"[{""Music_3_LookupMusic"": {""album"": [""Run""], ""artist"": ["""", ""dontcare""], ""genre"": [""Electropop""], ""year"": ["""", ""dontcare""]}}]","[{""arguments"": {""album"": ""Run"", ""artist"": ""dontcare"", ""genre"": ""Electropop"", ""year"": ""dontcare""}, ""name"": ""Music_3_LookupMusic""}]","[{""arguments"": {""album"": ""Run brother"", ""artist"": ""dontcare"", ""genre"": ""Electropop"", ""year"": ""dontcare""}, ""name"": ""Music_3_LookupMusic""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_955-202-1,live_multiple_955-202-1__cursing,live_multiple,cursing,argument_value_error,Order 5 fries from uber eats mc donalds,ffs order 5 fries from uber eats mc donalds brother,"[{""uber.eat.order"": {""items"": [[""fries""]], ""quantities"": [[5]], ""restaurant"": [""mc donalds"", ""McDonald's""]}}]","[{""arguments"": {""items"": [""fries""], ""quantities"": [5], ""restaurant"": ""Mc Donalds""}, ""name"": ""uber.eat.order""}]","[{""arguments"": {""items"": [""fries""], ""quantities"": [5], ""restaurant"": ""Mc Donalds brother""}, ""name"": ""uber.eat.order""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_162,simple_python_162__context,simple_python,irrelevant_context,argument_value_error,Generate a customized law contract between John and Alice for rental agreement in California.,it went horrible today. generate a customized law contract between John and Alice for rental agreement in California.,"[{""generate_law_contract"": {""contract_type"": [""Rental Agreement"", ""rental agreement""], ""location"": [""California"", ""CA""], ""parties"": [[""John"", ""Alice""], [""John"", ""Alice""]]}}]","[{""arguments"": {""contract_type"": ""Rental Agreement"", ""location"": ""California"", ""parties"": [""John"", ""Alice""]}, ""name"": ""generate_law_contract""}]","[{""arguments"": {""contract_type"": ""Residential Rental Agreement"", ""location"": ""California"", ""parties"": [""John"", ""Alice""]}, ""name"": ""generate_law_contract""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_200,simple_python_200__context,simple_python,irrelevant_context,argument_value_error,"How much CO2 is produced annually by a gas-fueled car that travels 12,000 miles per year, with fuel efficiency of 25 MPG ?","i'm in the middle of three things right now. quick how much CO2 is produced annually by a gas-fueled car that travels 12,000 miles per year, with fuel efficiency of 25 MPG ?","[{""calculate_emissions"": {""distance"": [12000], ""efficiency_reduction"": [0, """"], ""fuel_efficiency"": ["""", 25.0], ""fuel_type"": [""gas""]}}]","[{""arguments"": {""distance"": 12000, ""efficiency_reduction"": 0, ""fuel_efficiency"": 25, ""fuel_type"": ""gas""}, ""name"": ""calculate_emissions""}]","[{""arguments"": {""distance"": 12000, ""efficiency_reduction"": 0, ""fuel_efficiency"": 25, ""fuel_type"": ""gasoline""}, ""name"": ""calculate_emissions""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_209,simple_python_209__context,simple_python,irrelevant_context,argument_value_error,"Locate the nearest public library in Boston, Massachusetts with English fiction section and free Wi-Fi.","i spilled coffee and lost my notes, please locate the nearest public library in Boston, Massachusetts with English fiction section and free Wi-Fi.","[{""public_library.find_nearby"": {""facilities"": [[""Fiction"", ""Wi-Fi""], [""Wi-Fi"", ""Fiction""]], ""location"": [""Boston, MA"", ""Boston, Massachusetts""]}}]","[{""arguments"": {""facilities"": [""Wi-Fi"", ""Fiction""], ""location"": ""Boston, Massachusetts""}, ""name"": ""public_library.find_nearby""}]","[{""arguments"": {""facilities"": [""Wi-Fi"", ""Fiction"", ""Reading Room""], ""location"": ""Boston, MA""}, ""name"": ""public_library.find_nearby""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_231,simple_python_231__context,simple_python,irrelevant_context,argument_value_error,Provide key war events in German history from 1871 to 1945.,"the meeting earlier was useless, provide key war events in German history from 1871 to 1945.","[{""history.get_key_events"": {""country"": [""Germany"", ""DE""], ""end_year"": [1945], ""event_type"": [[""War""]], ""start_year"": [1871]}}]","[{""arguments"": {""country"": ""Germany"", ""end_year"": 1945, ""event_type"": [""War""], ""start_year"": 1871}, ""name"": ""history.get_key_events""}]","[{""arguments"": {""country"": ""Deutschland"", ""end_year"": 1945, ""event_type"": [""War""], ""start_year"": 1871}, ""name"": ""history.get_key_events""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_243,simple_python_243__context,simple_python,irrelevant_context,argument_value_error,Who discovered the neutron? Give me detail information.,"the meeting earlier was useless, who discovered the neutron? Give me detail information.","[{""get_discoverer"": {""detail"": [true], ""discovery"": [""neutron""]}}]","[{""arguments"": {""detail"": true, ""discovery"": ""neutron""}, ""name"": ""get_discoverer""}]","[{""arguments"": {""detail"": true, ""discovery"": ""the neutron""}, ""name"": ""get_discoverer""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_280,simple_python_280__context,simple_python,irrelevant_context,argument_value_error,Find an acoustic instrument within my budget of $1000.,my laptop is being so weird today. find an acoustic instrument within my budget of $1000.,"[{""find_instrument"": {""budget"": [1000], ""make"": [""""], ""type"": [""acoustic""]}}]","[{""arguments"": {""budget"": 1000, ""make"": """", ""type"": ""acoustic""}, ""name"": ""find_instrument""}]","[{""arguments"": {""budget"": 1000, ""make"": """", ""type"": ""acoustic instrument""}, ""name"": ""find_instrument""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_283,simple_python_283__context,simple_python,irrelevant_context,argument_value_error,Find the price of a used Gibson Les Paul guitar in excellent condition in the Chicago area.,my brother thinks he is genius. find the price of a used Gibson Les Paul guitar in excellent condition in the Chicago area.,"[{""guitar_price.find"": {""condition"": [""Excellent""], ""location"": [""Chicago"", ""Chicago, IL"", ""Chicago, Illinois""], ""model"": [""Gibson Les Paul""]}}]","[{""arguments"": {""condition"": ""Excellent"", ""location"": ""Chicago, IL"", ""model"": ""Gibson Les Paul""}, ""name"": ""guitar_price.find""}]","[{""arguments"": {""condition"": ""Excellent"", ""location"": ""Chicago area"", ""model"": ""Gibson Les Paul""}, ""name"": ""guitar_price.find""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_358,simple_python_358__context,simple_python,irrelevant_context,argument_value_error,Find a gluten-free cookie recipe that takes less than 30 minutes to prepare.,my laptop is being so weird today. find a gluten-free cookie recipe that takes less than 30 minutes to prepare.,"[{""recipe_search"": {""diet"": [[""Gluten Free""], [""GF""], [""gluten free""]], ""dish"": [""cookie""], ""time_limit"": [30]}}]","[{""arguments"": {""diet"": [""Gluten Free""], ""dish"": ""cookie"", ""time_limit"": 30}, ""name"": ""recipe_search""}]","[{""arguments"": {""diet"": [""Gluten Free""], ""dish"": ""cookies"", ""time_limit"": 30}, ""name"": ""recipe_search""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,simple_python_364,simple_python_364__context,simple_python,irrelevant_context,argument_value_error,Can I find an Italian restaurant with Gluten-free options near Brooklyn?,my laptop is being so weird today. can I find an Italian restaurant with Gluten-free options near Brooklyn?,"[{""find_restaurant"": {""diet_option"": [""Gluten-free""], ""location"": [""Brooklyn"", ""Brooklyn, NY""], ""type"": [""Italian""]}}]","[{""arguments"": {""diet_option"": ""Gluten-free"", ""location"": ""Brooklyn, NY"", ""type"": ""Italian""}, ""name"": ""find_restaurant""}]","[{""arguments"": {""diet_option"": ""Gluten-free options"", ""location"": ""Brooklyn"", ""type"": ""Italian""}, ""name"": ""find_restaurant""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,multiple_24,multiple_24__context,multiple,irrelevant_context,argument_value_error,What is the fastest route from London to Edinburgh for playing a chess championship? Also provide an estimate of the distance.,my laptop is being so weird today. what is the fastest route from London to Edinburgh for playing a chess championship? Also provide an estimate of the distance.,"[{""route_planner.calculate_route"": {""destination"": [""Edinburgh""], ""method"": [""fastest"", """"], ""start"": [""London""]}}]","[{""arguments"": {""destination"": ""Edinburgh"", ""method"": ""fastest"", ""start"": ""London""}, ""name"": ""route_planner.calculate_route""}]","[{""arguments"": {""destination"": ""Edinburgh, UK"", ""method"": ""fastest"", ""start"": ""London, UK""}, ""name"": ""route_planner.calculate_route""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,multiple_39,multiple_39__context,multiple,irrelevant_context,argument_value_error,Find a ride from New York to Philadelphia with maximum cost of $50,my brother thinks he is genius. find a ride from New York to Philadelphia with maximum cost of $50,"[{""ride_hailing.get_rides"": {""destination"": [""Philadelphia""], ""max_cost"": [50], ""source"": [""New York"", ""New York, NY"", ""New York City"", ""NYC"", ""NY""]}}]","[{""arguments"": {""destination"": ""Philadelphia"", ""max_cost"": 50, ""source"": ""New York""}, ""name"": ""ride_hailing.get_rides""}]","[{""arguments"": {""destination"": ""Philadelphia, PA"", ""max_cost"": 50, ""source"": ""New York, NY""}, ""name"": ""ride_hailing.get_rides""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,multiple_43,multiple_43__context,multiple,irrelevant_context,argument_value_error,What is the energy produced by 5 mol of glucose (C6H12O6)?,"i spilled coffee and lost my notes, please what is the energy produced by 5 mol of glucose (C6H12O6)?","[{""biological.calc_energy"": {""joules_per_mol"": [2800, """"], ""mols"": [5], ""substance"": [""C6H12O6""]}}]","[{""arguments"": {""joules_per_mol"": 2800, ""mols"": 5, ""substance"": ""C6H12O6""}, ""name"": ""biological.calc_energy""}]","[{""arguments"": {""joules_per_mol"": 2800, ""mols"": 5, ""substance"": ""glucose (C6H12O6)""}, ""name"": ""biological.calc_energy""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,multiple_191,multiple_191__context,multiple,irrelevant_context,argument_value_error,"Book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","the meeting earlier was useless, book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","[{""book_hotel"": {""hotel_name"": [""Hotel Paradise""], ""location"": [""Las Vegas"", ""Las Vegas, NV"", ""LV""], ""room_type"": [""luxury"", ""Luxury""], ""start_date"": [""05-12-2022"", ""2022-05-12"", ""12/05/2022"", ""May.12,2022"", ""May 12, 2022""], ""stay_duration"": [3], ""view"": [""city"", ""city view""]}}]","[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""Luxury"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""City view""}, ""name"": ""book_hotel""}]","[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""luxury room"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""city view""}, ""name"": ""book_hotel""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,parallel_multiple_115,parallel_multiple_115__context,parallel_multiple,irrelevant_context,argument_value_error,"""Can you help me plan my trip to New York? I would like to visit a modern art installation, a park with a playground and a picnic area, and a popular monument. Could you find these for me?""","the meeting earlier was useless, ""Can you help me plan my trip to New York? I would like to visit a modern art installation, a park with a playground and a picnic area, and a popular monument. Could you find these for me?""","[{""artwork_search.find"": {""era"": [""modern"", """"], ""location"": [""New York"", ""NY""], ""type"": [""installation""]}}, {""park_search.find"": {""facilities"": [[""playground"", ""picnic area""]], ""location"": [""New York"", ""NY""]}}, {""tourist_attraction.find"": {""attractionType"": [""monument""], ""location"": [""New York"", ""NY""]}}]","[{""arguments"": {""era"": ""modern"", ""location"": ""New York"", ""type"": ""installation""}, ""name"": ""artwork_search.find""}, {""arguments"": {""facilities"": [""playground"", ""picnic area""], ""location"": ""New York""}, ""name"": ""park_search.find""}, {""arguments"": {""attractionType"": ""monument"", ""location"": ""New York""}, ""name"": ""tourist_attraction.find""}]","[{""arguments"": {""era"": ""modern"", ""location"": ""New York"", ""type"": ""installation""}, ""name"": ""artwork_search.find""}, {""arguments"": {""facilities"": [""playground"", ""picnic area""], ""location"": ""New York""}, ""name"": ""park_search.find""}, {""arguments"": {""attractionType"": ""popular monument"", ""location"": ""New York""}, ""name"": ""tourist_attraction.find""}]"
