row_id,model,provider,evaluation_run_id,evaluation_run_role,pool_size,repeat_index,dimension,base_id,noisy_id,category,review_status,review_scope,review_label,screened_failure_type,review_notes,clean_prompt,noisy_prompt,expected_tool_calls,expected_function_names,clean_model_calls,clean_model_call_names,noisy_model_calls,noisy_model_call_names,noisy_eval_error_type,noisy_eval_error,noisy_completion_tokens_if_available,clean_provider_response_id,noisy_provider_response_id
gpt-5.4-nano|gpt54nano_full_pool_repeat2|pasted_context_block|simple_python_292,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,pasted_context_block,simple_python_292,simple_python_292__pasted_context_block,simple_python,reviewed,full_clean_to_noisy_trace_review,true_model_failure,alias_or_format_mismatch,Second-pass artifact audit: Added an extra C to the requested C/F/G progression; clean intent was preserved and the melody progression changed.,"Compose a simple piano melody with a progression of C, F and G for 4 measures.","Fashion
[Vanessa Friedman](https://www.nytimes.com/by/vanessa-friedman)
[Runway Slideshows](https://www.nytimes.com/spotlight/fashion-runway-slideshows)
[Reviews](https://www.nytimes.com/spotlight/fashion-reviews)
[Browsing](https://www.nytimes.com/column/browsing)
Highlights
Art Review
[Yves Saint Laurent and Photography: A Hot and Heavy Romance](https://www.nytimes.com/2026/06/18/arts/design/yves-saint-laurent-photography-icp.html)

not this, below

Compose a simple piano melody with a progression of C, F and G for 4 measures.","[{""compose_melody"": {""instrument"": [""Piano"", """"], ""measures"": [4], ""progression"": [[""C"", ""F"", ""G""]]}}]",compose_melody,"[{""arguments"": {""instrument"": ""Piano"", ""measures"": 4, ""progression"": [""C"", ""F"", ""G""]}, ""name"": ""compose_melody""}]",compose_melody,"[{""arguments"": {""instrument"": ""Piano"", ""measures"": 4, ""progression"": [""C"", ""F"", ""G"", ""C""]}, ""name"": ""compose_melody""}]",compose_melody,value_error:list/tuple,"[""Invalid value for parameter 'progression': ['C', 'F', 'G', 'C']. Expected one of [['C', 'F', 'G']].""]",40,resp_07cdc6dca39989a5006a367526f97c819095d49c7670193e5d,resp_0ac4432465706029006a368dadbdf48197a44a0472e4de082a
gpt-5.4-nano|gpt54nano_full_pool_repeat2|pasted_context_block|simple_python_359,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,pasted_context_block,simple_python_359,simple_python_359__pasted_context_block,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,"Second-pass artifact audit: Ingredient order differs, but the same requested ingredients are present.",Give me a recipe for a vegetarian pasta with cheese for 2 servings.,"look at this first, the earlier reply was trying too hard. dont do that voice, just get to it

Give me a recipe for a vegetarian pasta with cheese for 2 servings.","[{""recipe_search"": {""dietary_restriction"": [""Vegetarian""], ""ingredients"": [[""pasta"", ""cheese""]], ""servings"": [2]}}]",recipe_search,"[{""arguments"": {""dietary_restriction"": ""Vegetarian"", ""ingredients"": [""pasta"", ""cheese""], ""servings"": 2}, ""name"": ""recipe_search""}]",recipe_search,"[{""arguments"": {""dietary_restriction"": ""Vegetarian"", ""ingredients"": [""cheese"", ""pasta""], ""servings"": 2}, ""name"": ""recipe_search""}]",recipe_search,value_error:list/tuple,"[""Invalid value for parameter 'ingredients': ['cheese', 'pasta']. Expected one of [['pasta', 'cheese']].""]",39,resp_048263f4d274b87c006a3675314a3c819489d4318efc9b51e8,resp_0350200fd5b2adb2006a368dc4213081909f1f25b6baafc9e1
gpt-5.4-nano|gpt54nano_full_pool_repeat2|pasted_context_block|simple_python_371,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,pasted_context_block,simple_python_371,simple_python_371__pasted_context_block,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Check the price of tomatoes and lettuce at the Whole Foods in Los Angeles.,"look at the above and ignore most of it. it was me trying to explain the style and then making it worse

Check the price of tomatoes and lettuce at the Whole Foods in Los Angeles.","[{""whole_foods.check_price"": {""items"": [[""tomatoes"", ""lettuce""]], ""location"": [""Los Angeles"", ""LA""]}}]",whole_foods.check_price,"[{""arguments"": {""items"": [""tomatoes"", ""lettuce""], ""location"": ""Los Angeles""}, ""name"": ""whole_foods.check_price""}]",whole_foods.check_price,"[{""arguments"": {""items"": [""tomatoes"", ""lettuce""], ""location"": ""Los Angeles, CA""}, ""name"": ""whole_foods.check_price""}]",whole_foods.check_price,value_error:string,"[""Invalid value for parameter 'location': 'Los Angeles, CA'. Expected one of ['Los Angeles', 'LA']. Case insensitive.""]",36,resp_02ce50eb070ffbde006a367532cfd8819790b8a008af3da6b5,resp_0f874cad003c6ca4006a368dc862148194aaf5c4fc42da1c7d
gpt-5.4-nano|gpt54nano_full_pool_repeat2|pasted_context_block|simple_python_5,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,pasted_context_block,simple_python_5,simple_python_5__pasted_context_block,simple_python,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for root_type: 'real'.,"Find all the roots of a quadratic equation given coefficients a = 3, b = -11, and c = -4.","based on what i sent, the first part is old and the draft got confusing. dont bring back the background section

Find all the roots of a quadratic equation given coefficients a = 3, b = -11, and c = -4.","[{""solve_quadratic"": {""a"": [3], ""b"": [-11], ""c"": [-4], ""root_type"": [""all""]}}]",solve_quadratic,"[{""arguments"": {""a"": 3, ""b"": -11, ""c"": -4, ""root_type"": ""all""}, ""name"": ""solve_quadratic""}]",solve_quadratic,"[{""arguments"": {""a"": 3, ""b"": -11, ""c"": -4, ""root_type"": ""real""}, ""name"": ""solve_quadratic""}]",solve_quadratic,value_error:string,"[""Invalid value for parameter 'root_type': 'real'. Expected one of ['all']. Case insensitive.""]",37,resp_05b6ef1467a358e1006a3674fcfd608194a45a6f915d1dce37,resp_0c4c977042ba07b5006a368d51a004819591b9cf242de6c3d5
gpt-5.4-nano|gpt54nano_full_pool_repeat2|pasted_context_block|simple_python_85,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,pasted_context_block,simple_python_85,simple_python_85__pasted_context_block,simple_python,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"What's the approximate distance between Boston, MA, and Washington, D.C. in mile?","[Power rankings](https://www.goal.com/en/category/power-rankings/1/blt262ce0e5159ea8fe)
[World Cup](https://www.goal.com/en/world-cup/70excpe1synn9kadnbppahdn7)
[WC26 Power Rankings: Messi powers Argentina to top spot](https://www.goal.com/en/lists/2026-world-cup-power-rankings/blt047305a4117d1161)
The first round of 2026 World Cup group-stage fixtures is in the books, and the tournament has gotten off to a flyer.
11h
180
England Croatia W+Ls GFX
[Winners & Losers](https://www.goal.com/en/category/winners-and-losers/1/blt05e54ed95ba7b0f8)
[Tuchel works his magic - now he must fix dodgy defence](https://www.goal.com/en/lists/thomas-tuchel-working-magic-fix-england-dodgy-defence-winners-losers-harry-kane-jude-bellingham-world-cup-win-croatia/bltebee25771089a2d4)
13h
5
Victor Munoz Liverpool GFX
[Analysis](https://www.goal.com/en/category/analysis/1/blt0e4843c7e245b533)
[Why Liverpool are spending EUR40m on Munoz to fill Salah void](https://www.goal.com/en/lists/victor-munoz-liverpool-40m-spanish-winger-fill-mohamed-salah-shaped-hole-anfield/bltf3c566925c792721)
2h
4
Ibrahima Konate Real Madrid GFX

anyway
What's the approximate distance between Boston, MA, and Washington, D.C. in mile?","[{""geo_distance.calculate"": {""end_location"": [""Washington, D.C.""], ""start_location"": [""Boston, MA""], ""units"": [""miles"", """"]}}]",geo_distance.calculate,"[{""arguments"": {""end_location"": ""Washington, D.C."", ""start_location"": ""Boston, MA"", ""units"": ""miles""}, ""name"": ""geo_distance.calculate""}]",geo_distance.calculate,"[{""arguments"": {""end_location"": ""Washington, D.C., DC"", ""start_location"": ""Boston, MA"", ""units"": ""miles""}, ""name"": ""geo_distance.calculate""}]",geo_distance.calculate,value_error:string,"[""Invalid value for parameter 'end_location': 'Washington, D.C., DC'. Expected one of ['Washington, D.C.']. Case insensitive.""]",40,resp_0132ae999b607ca8006a367508dcc08193a991561cbf4579c9,resp_0ebc6290cb072f7d006a368d6e1c8c8195b68fbd872416e1c0
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_1002-232-1,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_1002-232-1,live_multiple_1002-232-1__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for include_expired: True.,"I forgot all the API tokens, can you remind me of them? My user ID is ""user123""","I forgot all the API tokens, can you remind me of them? My user IDis ""user123""","[{""api_token_api.APITokenApi.get_api_tokens"": {""include_expired"": ["""", false], ""user_id"": [""user123""]}}]",api_token_api.APITokenApi.get_api_tokens,"[{""arguments"": {""include_expired"": false, ""user_id"": ""user123""}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,"[{""arguments"": {""include_expired"": true, ""user_id"": ""user123""}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,value_error:others,"[""Invalid value for parameter 'include_expired': True. Expected one of ['', False].""]",36,resp_09b46c41e7b78975006a367da65a708196aae9b39271e3572a,resp_0b8b5f72671f0844006a368a080ee881908ae6da7e8909b8be
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_1018-247-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_1018-247-0,live_multiple_1018-247-0__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for include_details: True.,Provide me with all the configured websites. My API is called YOUR_API_KEY,Provide me withall the configured websites. My API is called YOUR_API_KEY,"[{""website_configuration_api.get_websites"": {""api_key"": [""YOUR_API_KEY""], ""include_details"": ["""", false], ""status_filter"": ["""", ""active""]}}]",website_configuration_api.get_websites,"[{""arguments"": {""api_key"": ""YOUR_API_KEY"", ""include_details"": false, ""status_filter"": ""active""}, ""name"": ""website_configuration_api.get_websites""}]",website_configuration_api.get_websites,"[{""arguments"": {""api_key"": ""YOUR_API_KEY"", ""include_details"": true, ""status_filter"": ""active""}, ""name"": ""website_configuration_api.get_websites""}]",website_configuration_api.get_websites,value_error:others,"[""Invalid value for parameter 'include_details': True. Expected one of ['', False].""]",37,resp_032253c258becdb5006a367dab4bc881979bb3074d61ceb75c,resp_0091e725e21fcbf5006a368a0b80c081948db8f8ac65a0055a
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_1052-279-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_1052-279-0,live_multiple_1052-279-0__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_tool_routing,"Noisy prompt preserves the request, but the model routed to the wrong tool.",I want to listen to 'With You' by AP Dillon. Could you set the volume to 50?,I wantto listen to 'With You' by AP Dillon. Could you set the volume to 50?,"[{""set_volume"": {""volume"": [50]}}]",set_volume,"[{""arguments"": {""volume"": 50}, ""name"": ""set_volume""}]",set_volume,"[{""arguments"": {""query"": ""With You AP Dillon"", ""shuffle"": false, ""volume"": 50}, ""name"": ""play_song""}]",play_song,simple_function_checker:wrong_func_name,"[""Function name 'set_volume' not found in model output.""]",31,resp_0c106d497adf7dfd006a367db6afcc8194a7d1a99bb09a0271,resp_0b710314b46701ff006a368a164ecc81978cdf370d654b6f8c
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_131-50-3,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_131-50-3,live_multiple_131-50-3__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for max_length: 250.,चाय कैसे बनाएं? Query proper llm with exactly the question.,चाय कैसे बनाएं? Queryproper llm with exactly the question.,"[{""multilingual_llm"": {""language"": [""Hindi""], ""max_length"": ["""", 150], ""q"": [""चाय कैसे बनाएं?""], ""temperature"": ["""", 0.5]}}]",multilingual_llm,"[{""arguments"": {""language"": ""Hindi"", ""max_length"": 150, ""q"": ""चाय कैसे बनाएं?"", ""temperature"": 0.5}, ""name"": ""multilingual_llm""}]",multilingual_llm,"[{""arguments"": {""language"": ""Hindi"", ""max_length"": 250, ""q"": ""चाय कैसे बनाएं?"", ""temperature"": 0.4}, ""name"": ""multilingual_llm""}]",multilingual_llm,value_error:others,"[""Invalid value for parameter 'max_length': 250. Expected one of ['', 150].""]",42,resp_0400d3666a83312f006a367c8547208197a0b8d058bca9f953,resp_08d3e20238c4ed01006a3688dfa7208194abedf8c3b7ae8b12
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_170-70-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_170-70-0,live_multiple_170-70-0__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Get the details of Adriel's internship at Sebelas Maret University?,Getthe details of Adriel's internship at Sebelas Maret University?,"[{""get_adriel_detail_experience_and_education"": {""experience_or_education_name"": [""Internship at Sebelas Maret University"", ""Sebelas Maret University"", ""Internship""], ""experience_or_education_type"": ["""", ""work_experience""]}}]",get_adriel_detail_experience_and_education,"[{""arguments"": {""experience_or_education_name"": ""Sebelas Maret University"", ""experience_or_education_type"": ""work_experience""}, ""name"": ""get_adriel_detail_experience_and_education""}]",get_adriel_detail_experience_and_education,"[{""arguments"": {""experience_or_education_name"": ""Sebelas Maret University internship"", ""experience_or_education_type"": ""work_experience""}, ""name"": ""get_adriel_detail_experience_and_education""}]",get_adriel_detail_experience_and_education,value_error:string,"[""Invalid value for parameter 'experience_or_education_name': 'Sebelas Maret University internship'. Expected one of ['Internship at Sebelas Maret University', 'Sebelas Maret University', 'Internship']. Case insensitive.""]",46,resp_0ea35344fc2db751006a367c91aeb88197b46f258b1a27241a,resp_042139462f1c94de006a3688ec7ac88190beb73b51acd45fed
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_195-87-2,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_195-87-2,live_multiple_195-87-2__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,what time is it for the timezone 'America/Los_Angeles'?,what time isit for the timezone 'America/Los_Angeles'?,"[{""getCurrentTime"": {""include_date"": [true], ""timezone"": [""America/Los_Angeles""]}}]",getCurrentTime,"[{""arguments"": {""include_date"": true, ""timezone"": ""America/Los_Angeles""}, ""name"": ""getCurrentTime""}]",getCurrentTime,"[{""arguments"": {""include_date"": false, ""timezone"": ""America/Los_Angeles""}, ""name"": ""getCurrentTime""}]",getCurrentTime,value_error:others,"[""Invalid value for parameter 'include_date': False. Expected one of [True].""]",30,resp_0dd7c7e6610e1ba1006a367c9abe548194a65f81e6138013d1,resp_0c3ec44ff2e8a019006a3688f48ba081949258634696268183
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_230-103-1,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_230-103-1,live_multiple_230-103-1__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for id_no: 'A1234567B'.,What's the address of Liam Neeson?,What's theaddress of Liam Neeson?,"[{""get_contact_information"": {""id_no"": ["""", null], ""name"": [""Liam Neeson""]}}]",get_contact_information,"[{""arguments"": {""id_no"": """", ""name"": ""Liam Neeson""}, ""name"": ""get_contact_information""}]",get_contact_information,"[{""arguments"": {""id_no"": ""A1234567B"", ""name"": ""Liam Neeson""}, ""name"": ""get_contact_information""}]",get_contact_information,value_error:others,"[""Invalid value for parameter 'id_no': 'A1234567B'. Expected one of ['', None].""]",33,resp_01aa792aeab35e50006a367ca5283c8196bc10602a700855f2,resp_0c98b736813c0edb006a3688ff88a08193abdc046481328674
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_29-9-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_29-9-0,live_multiple_29-9-0__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for a: 10.,You are a helpful assistant,You are a helpfulassistant,"[{""multiply"": {""a"": [3], ""b"": [10]}}]",multiply,"[{""arguments"": {""a"": 3, ""b"": 10}, ""name"": ""multiply""}]",multiply,"[{""arguments"": {""a"": 10, ""b"": 3}, ""name"": ""multiply""}]",multiply,value_error:others,"[""Invalid value for parameter 'a': 10. Expected one of [3].""]",23,resp_0d9c97beb46230da006a3675f5716c8190ad89d4db73a42c76,resp_0e2430b81a2d713e006a3688c117908194943fcce58f6e608b
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_463-145-14,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_463-145-14,live_multiple_463-145-14__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for category: 'Tourist Attraction'.,Can you find me a tourist attraction in Philadelphia that has no entry fee?,Can you find me a tourist attraction in Philadelphia that has noentry fee?,"[{""Travel_1_FindAttractions"": {""category"": ["""", ""dontcare""], ""free_entry"": [""True""], ""good_for_kids"": ["""", ""dontcare""], ""location"": [""Philadelphia, PA""]}}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""dontcare"", ""free_entry"": ""True"", ""good_for_kids"": ""dontcare"", ""location"": ""Philadelphia, PA""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""Tourist Attraction"", ""free_entry"": ""True"", ""good_for_kids"": ""dontcare"", ""location"": ""Philadelphia, PA""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,value_error:string,"[""Invalid value for parameter 'category': 'Tourist Attraction'. Expected one of ['', 'dontcare']. Case insensitive.""]",46,resp_0cc478194c0f3648006a367cedde3081939459872c28410cbb,resp_0f79a6dfc4537e81006a36894b2fcc8190ad8b4baf2a2b7f02
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_57-22-4,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_57-22-4,live_multiple_57-22-4__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for size: 'UK 34'.,"The Requirement Extractor is designed to interpret and process multiple user queries in a single input, especially in the context of inventory management and product information.","The Requirement Extractor is designed to interpret and process multiple user queries in a single input, especiallyin the context of inventory management and product information.","[{""get_product_details"": {""color"": ["""", ""all colors""], ""product_id"": [""282828""], ""size"": ["""", ""all sizes""]}}]",get_product_details,"[{""arguments"": {""color"": ""all colors"", ""product_id"": ""282828"", ""size"": ""all sizes""}, ""name"": ""get_product_details""}]",get_product_details,"[{""arguments"": {""color"": ""all colors"", ""product_id"": ""282828"", ""size"": ""UK 34""}, ""name"": ""get_product_details""}]",get_product_details,value_error:string,"[""Invalid value for parameter 'size': 'UK 34'. Expected one of ['', 'all sizes']. Case insensitive.""]",34,resp_0ba827256dfb6063006a3675fd87848193b41617e30262cfb6,resp_05ae590d2f07b766006a3688c95d08819488ad9ad13a48c7ca
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_652-161-20,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_652-161-20,live_multiple_652-161-20__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_tool_routing,"Noisy prompt preserves the request, but the model routed to the wrong tool.",Can you play tracks by the artist Outsider in the living room?,Can you play tracks bythe artist Outsider in the living room?,"[{""Music_3_PlayMedia"": {""album"": ["""", ""any""], ""artist"": [""Outsider""], ""device"": ["""", ""Living room""], ""track"": [""any""]}}]",Music_3_PlayMedia,"[{""arguments"": {""album"": ""any"", ""artist"": ""Outsider"", ""device"": ""Living room"", ""track"": ""any""}, ""name"": ""Music_3_PlayMedia""}]",Music_3_PlayMedia,"[{""arguments"": {""album"": ""dontcare"", ""artist"": ""Outsider"", ""genre"": ""dontcare"", ""year"": ""dontcare""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,simple_function_checker:wrong_func_name,"[""Function name 'Music_3_PlayMedia' not found in model output.""]",43,resp_03087884bc5fa3c8006a367d2aa598819394f4bbb0d790e106,resp_0ef875829976b6d8006a36898a7060819389824c2d494c40bd
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_66-27-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_66-27-0,live_multiple_66-27-0__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,type_format_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"I need to establish a new Postgres server for our Canada office. The server's domain is 'http://plgah.ca', the database should be 'finance_db', the username will be 'pascal', and use a secure password 123123.","I need to establish a new Postgres server for our Canada office. Theserver's domain is 'http://plgah.ca', the database should be 'finance_db', the username will be 'pascal', and use a secure password 123123.","[{""add_postgres_server"": {""database"": [""finance_db""], ""host"": [""http://plgah.ca""], ""password"": [""123123""], ""port"": ["""", 5432], ""username"": [""pascal""]}}]",add_postgres_server,"[{""arguments"": {""database"": ""finance_db"", ""host"": ""http://plgah.ca"", ""password"": ""123123"", ""port"": 5432, ""username"": ""pascal""}, ""name"": ""add_postgres_server""}]",add_postgres_server,"[{""arguments"": {""database"": ""finance_db"", ""host"": ""plgah.ca"", ""password"": ""123123"", ""port"": 5432, ""username"": ""pascal""}, ""name"": ""add_postgres_server""}]",add_postgres_server,value_error:string,"[""Invalid value for parameter 'host': 'plgah.ca'. Expected one of ['http://plgah.ca']. Case insensitive.""]",44,resp_0117c1fd5afa7a0e006a367c70f5a081958b5fc80c459ea36b,resp_0d2539a0cbf97451006a3688cbdab48197bdf03ecb00891d1b
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_666-162-8,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_666-162-8,live_multiple_666-162-8__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,"Noisy prompt still asks for the same operations, but the model emitted the wrong number of calls.",I'll be in New York after a business meeting. Find any music concerts or theater plays happening there this weekend? Today is friday 2023-10-01,I'll be in New York after a business meeting. Find any music concerts or theater plays happening therethis weekend? Today is friday 2023-10-01,"[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": [""2023-10-01""], ""event_type"": [""Music""]}}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}, {""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents;Events_3_FindEvents,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",93,resp_00907424b0b55c3e006a367d2f6ed081968671d79b949c4026,resp_0fe7cff4fd37a75e006a36898f4b3881969adc940ccb7b0af9
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_783-173-5,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_783-173-5,live_multiple_783-173-5__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,My family is having trouble processing the horrible gas explosion and traffic pile-up we witnessed. Would you please help me locate a family counselor in Berkley?,My family is having trouble processing the horrible gas explosion and traffic pile-upwe witnessed. Would you please help me locate a family counselor in Berkley?,"[{""Services_4_FindProvider"": {""city"": [""Berkeley, CA""], ""type"": [""Psychologist"", ""Family Counselor""]}}]",Services_4_FindProvider,"[{""arguments"": {""city"": ""Berkeley, CA"", ""type"": ""Family Counselor""}, ""name"": ""Services_4_FindProvider""}]",Services_4_FindProvider,"[{""arguments"": {""city"": ""Berkley, CA"", ""type"": ""Family Counselor""}, ""name"": ""Services_4_FindProvider""}]",Services_4_FindProvider,value_error:string,"[""Invalid value for parameter 'city': 'Berkley, CA'. Expected one of ['Berkeley, CA']. Case insensitive.""]",32,resp_0c3df889fddf09fc006a367d53d8548197b20fab1e9a023ef0,resp_0b8d759f79d5893a006a3689b502cc8197a1088bd639882b0a
gpt-5.4-nano|gpt54nano_full_pool_repeat2|removed_spaces|live_multiple_817-177-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,removed_spaces,live_multiple_817-177-0,live_multiple_817-177-0__spaces,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Could you help me buy 2 tickets for the Anthony Green concert at Seattle happening on the 10th of march 2023?,Could you help me buy 2 tickets for the Anthony Green concert at Seattle happening on the 10th ofmarch 2023?,"[{""Events_3_BuyEventTickets"": {""city"": [""Seattle, WA""], ""date"": [""2023-03-10""], ""event_name"": [""Anthony Green""], ""number_of_tickets"": [2]}}]",Events_3_BuyEventTickets,"[{""arguments"": {""city"": ""Seattle, WA"", ""date"": ""2023-03-10"", ""event_name"": ""Anthony Green"", ""number_of_tickets"": 2}, ""name"": ""Events_3_BuyEventTickets""}]",Events_3_BuyEventTickets,"[{""arguments"": {""city"": ""Seattle, WA"", ""date"": ""2023-03-10"", ""event_name"": ""Anthony Green concert"", ""number_of_tickets"": 2}, ""name"": ""Events_3_BuyEventTickets""}]",Events_3_BuyEventTickets,value_error:string,"[""Invalid value for parameter 'event_name': 'Anthony Green concert'. Expected one of ['Anthony Green']. Case insensitive.""]",50,resp_05cc0f004517fd71006a367d5f2fe88197aefdcaa0094a5132,resp_022b5172775641d3006a3689bee2a48197bf8bdba2a8f12171
