review_label,artifact_type,notes,model,provider,dimension,base_id,noisy_id,category,clean_prompt,noisy_prompt,gold,clean_prediction,noisy_prediction,clean_names,noisy_names,error_type,error,completion_tokens,reasoning_tokens
true_model_failure,missing_or_extra_tool_call,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_253-117-0,live_multiple_253-117-0__cursing,live_multiple,Provide metrics for the bandana project. Use version number 5.,ffs provide metrics for the bandana project. Use version number 5. brother,"[{""badge_api.BadgeApi.get_project_vulnerabilities_badge"": {""name"": [""bandana"", ""bandana project""], ""version"": [""5""]}}]","[{""arguments"": {""name"": ""bandana"", ""version"": ""5""}, ""name"": ""badge_api.BadgeApi.get_project_vulnerabilities_badge""}]","[{""arguments"": {""uuid"": ""bandana""}, ""name"": ""metrics_api.MetricsApi.get_project_current_metrics""}, {""arguments"": {""name"": ""bandana"", ""version"": ""5""}, ""name"": ""badge_api.BadgeApi.get_project_vulnerabilities_badge""}]",badge_api.BadgeApi.get_project_vulnerabilities_badge,metrics_api.MetricsApi.get_project_current_metrics|badge_api.BadgeApi.get_project_vulnerabilities_badge,multiple_function_checker:wrong_count,Wrong number of functions.,,
true_model_failure,missing_or_extra_tool_call,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_433-141-22,live_multiple_433-141-22__cursing,live_multiple,Search for me movies shown in Napa.I would like to watch at Century Napa Valley and XD.,ffs search for me movies shown in Napa.I would like to watch at Century Napa Valley and XD. brother,"[{""Movies_1_FindMovies"": {""genre"": ["""", ""dontcare""], ""location"": [""Napa, CA""], ""show_type"": ["""", ""dontcare""], ""theater_name"": [""Century Napa Valley and XD""]}}]","[{""arguments"": {""location"": ""Napa, CA"", ""theater_name"": ""Century Napa Valley and XD""}, ""name"": ""Movies_1_FindMovies""}]","[{""arguments"": {""location"": ""Napa, CA"", ""theater_name"": ""Century Napa Valley""}, ""name"": ""Movies_1_FindMovies""}, {""arguments"": {""location"": ""Napa, CA"", ""theater_name"": ""XD""}, ""name"": ""Movies_1_FindMovies""}]",Movies_1_FindMovies,Movies_1_FindMovies|Movies_1_FindMovies,multiple_function_checker:wrong_count,Wrong number of functions.,,
true_model_failure,wrong_argument_value,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_488-147-3,live_multiple_488-147-3__cursing,live_multiple,"I'm looking to book a train journey from Portland, OR to Seattle, WA on April 22nd. Can we find the available trains for that day?","man for fuck sake i'm looking to book a train journey from Portland, OR to Seattle, WA on April 22nd. Can we find the available trains for that day?","[{""Trains_1_FindTrains"": {""_from"": [""Portland, OR""], ""date_of_journey"": [""04/22/2023""], ""to"": [""Seattle, WA""]}}]","[{""arguments"": {""_from"": ""Portland, OR"", ""date_of_journey"": ""04/22/2023"", ""to"": ""Seattle, WA""}, ""name"": ""Trains_1_FindTrains""}]","[{""arguments"": {""_from"": ""Portland, OR"", ""date_of_journey"": ""04/22/2024"", ""to"": ""Seattle, WA""}, ""name"": ""Trains_1_FindTrains""}]",Trains_1_FindTrains,Trains_1_FindTrains,value_error:string,Invalid value for parameter 'date_of_journey': '04/22/2024'. Expected one of ['04/22/2023']. Case insensitive.,,
true_model_failure,wrong_tool_routing,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_651-161-19,live_multiple_651-161-19__cursing,live_multiple,"I'd like to listen to some rock music while I work. Could you play something from the Red Hot Chili Peppers, specifically from their album 'The Getaway'?","holy shit just i'd like to listen to some rock music while I work. Could you play something from the Red Hot Chili Peppers, specifically from their album 'The Getaway'?","[{""Music_3_PlayMedia"": {""album"": [""The Getaway""], ""artist"": [""Red Hot Chili Peppers""], ""device"": ["""", ""Living room""], ""track"": [""The Getaway""]}}]","[{""arguments"": {""album"": ""The Getaway"", ""artist"": ""Red Hot Chili Peppers"", ""device"": ""Living room"", ""track"": ""The Getaway""}, ""name"": ""Music_3_PlayMedia""}]","[{""arguments"": {""album"": ""The Getaway"", ""artist"": ""Red Hot Chili Peppers"", ""genre"": ""Rock""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_PlayMedia,Music_3_LookupMusic,simple_function_checker:wrong_func_name,Function name 'Music_3_PlayMedia' not found in model output.,,
true_model_failure,wrong_argument_value,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_836-178-11,live_multiple_836-178-11__cursing,live_multiple,"I'm in the mood for a track called 'Love' from 2017, preferably from the Sucker Punch album. Can you play it in the kitchen for me?","man for fuck sake i'm in the mood for a track called 'Love' from 2017, preferably from the Sucker Punch album. Can you play it in the kitchen for me?","[{""Music_3_PlayMedia"": {""album"": [""Sucker Punch""], ""artist"": ["""", ""any""], ""device"": [""Kitchen""], ""track"": [""Love""]}}]","[{""arguments"": {""album"": ""Sucker Punch"", ""device"": ""Kitchen"", ""track"": ""Love""}, ""name"": ""Music_3_PlayMedia""}]","[{""arguments"": {""album"": ""Sucker Punch"", ""device"": ""Kitchen"", ""track"": ""Love"", ""year"": 2017}, ""name"": ""Music_3_PlayMedia""}]",Music_3_PlayMedia,Music_3_PlayMedia,simple_function_checker:unexpected_param,Unexpected parameter: 'year'.,,
possible_oracle_artifact,alias_or_format_mismatch,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_962-205-2,live_multiple_962-205-2__cursing,live_multiple,trigger web search; where is columbia universityg,man for fuck sake trigger web search; where is columbia universityg,"[{""web_search"": {""language"": ["""", ""en""], ""query"": [""where is columbia university""], ""results_limit"": ["""", 10], ""safe_search"": ["""", true]}}]","[{""arguments"": {""query"": ""where is columbia university""}, ""name"": ""web_search""}]","[{""arguments"": {""query"": ""where is Columbia University location""}, ""name"": ""web_search""}]",web_search,web_search,value_error:string,Invalid value for parameter 'query': 'where is Columbia University location'. Expected one of ['where is columbia university']. Case insensitive.,,
true_model_failure,wrong_argument_value,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_979-215-3,live_multiple_979-215-3__cursing,live_multiple,Find a maid who provides cleaning services and additional ironing services in Bangkok.,ffs find a maid who provides cleaning services and additional ironing services in Bangkok. brother,"[{""get_service_providers"": {""available_for_pet"": ["""", false], ""avg_rating"": ["""", null], ""district_name"": ["""", null], ""end_available_date"": ["""", null], ""extra_service_id"": [2], ""has_late_check_in"": ["""", false], ""has_quality_problem"": ["""", false], ""is_cleaning_condo"": ["""", false], ""is_cleaning_home"": ["""", false], ""is_cleaning_office"": ["""", false], ""is_excellent"": ["""", false], ""is_package"": ["""", false], ""is_subscription"": ["""", false], ""job_qty"": ["""", null], ""max_age"": ["""", null], ""min_age"": ["""", null], ""professional_group_id"": ["""", null], ""province_id"": [1], ""service_id"": [1], ""start_available_date"": ["""", null]}}]","[{""arguments"": {""extra_service_id"": 2, ""province_id"": 1, ""service_id"": 1}, ""name"": ""get_service_providers""}]","[{""arguments"": {""extra_service_id"": 2, ""is_cleaning_home"": true, ""province_id"": 1}, ""name"": ""get_service_providers""}]",get_service_providers,get_service_providers,value_error:others,"Invalid value for parameter 'is_cleaning_home': True. Expected one of ['', False].",,
possible_oracle_artifact,optional_argument_strictness,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_983-215-7,live_multiple_983-215-7__cursing,live_multiple,"Find a service provider in Watthana District, Bangkok Province 22/3/2024 at 11:00 a.m. 2 hours Review score 5 stars","goddamn it find a service provider in Watthana District, Bangkok Province 22/3/2024 at 11:00 a.m. 2 hours Review score 5 stars","[{""get_service_providers"": {""available_for_pet"": ["""", false], ""avg_rating"": [5.0], ""district_name"": [""Watthana District""], ""end_available_date"": [""2024-03-22 13:00:00""], ""extra_service_id"": ["""", null], ""has_late_check_in"": ["""", false], ""has_quality_problem"": ["""", false], ""is_cleaning_condo"": ["""", false], ""is_cleaning_home"": ["""", false], ""is_cleaning_office"": ["""", false], ""is_excellent"": ["""", false], ""is_package"": ["""", false], ""is_subscription"": ["""", false], ""job_qty"": ["""", null], ""max_age"": ["""", null], ""min_age"": ["""", null], ""professional_group_id"": ["""", null], ""province_id"": [1], ""service_id"": ["""", null], ""start_available_date"": [""2024-03-22 11:00:00""]}}]","[{""arguments"": {""avg_rating"": 5, ""district_name"": ""Watthana District"", ""end_available_date"": ""2024-03-22 13:00:00"", ""province_id"": 1, ""start_available_date"": ""2024-03-22 11:00:00""}, ""name"": ""get_service_providers""}]","[{""arguments"": {""avg_rating"": 5, ""district_name"": ""Watthana District"", ""province_id"": 1, ""start_available_date"": ""2024-03-22 11:00:00""}, ""name"": ""get_service_providers""}]",get_service_providers,get_service_providers,simple_function_checker:missing_optional,Optional parameter 'end_available_date' not provided and not marked as optional.,,
true_model_failure,missing_or_extra_tool_call,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_1002-232-1,live_multiple_1002-232-1__cursing,live_multiple,"I forgot all the API tokens, can you remind me of them? My user ID is ""user123""","i forgot all the API tokens, can you remind me of them? My user ID is ""user123"" fucking please man","[{""api_token_api.APITokenApi.get_api_tokens"": {""include_expired"": ["""", false], ""user_id"": [""user123""]}}]","[{""arguments"": {""user_id"": ""user123""}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]","[{""arguments"": {""user_id"": ""user123""}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}, {""arguments"": {""user_id"": ""user123""}, ""name"": ""CustomDashboardsApi.get_shareable_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,api_token_api.APITokenApi.get_api_tokens|CustomDashboardsApi.get_shareable_api_tokens,multiple_function_checker:wrong_count,Wrong number of functions.,,
true_model_failure,wrong_argument_value,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_1018-247-0,live_multiple_1018-247-0__cursing,live_multiple,Provide me with all the configured websites. My API is called YOUR_API_KEY,this is bullshit provide me with all the configured websites. My API is called YOUR_API_KEY,"[{""website_configuration_api.get_websites"": {""api_key"": [""YOUR_API_KEY""], ""include_details"": ["""", false], ""status_filter"": ["""", ""active""]}}]","[{""arguments"": {""api_key"": ""YOUR_API_KEY""}, ""name"": ""website_configuration_api.get_websites""}]","[{""arguments"": {""api_key"": ""YOUR_API_KEY"", ""include_details"": true}, ""name"": ""website_configuration_api.get_websites""}]",website_configuration_api.get_websites,website_configuration_api.get_websites,value_error:others,"Invalid value for parameter 'include_details': True. Expected one of ['', False].",,
true_model_failure,missing_or_extra_tool_call,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_1023-252-0,live_multiple_1023-252-0__cursing,live_multiple,What API version is Instana using? Today is Tuesday.,holy shit just what API version is Instana using? Today is Tuesday.,"[{""version_api.VersionApi.get_version"": {}}]","[{""arguments"": {}, ""name"": ""version_api.VersionApi.get_version""}]","[{""arguments"": {}, ""name"": ""version_api.VersionApi.get_version""}, {""arguments"": {}, ""name"": ""health_api.HealthApi.get_version""}]",version_api.VersionApi.get_version,version_api.VersionApi.get_version|health_api.HealthApi.get_version,multiple_function_checker:wrong_count,Wrong number of functions.,,
true_model_failure,wrong_argument_value,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_1036-263-1,live_multiple_1036-263-1__cursing,live_multiple,I NEED ALL API TOKENS NOW!!! My user ID is 12345.,this is bullshit i NEED ALL API TOKENS NOW!!! My user ID is 12345.,"[{""api_token_api.APITokenApi.get_api_tokens"": {""include_expired"": ["""", false], ""user_id"": [12345]}}]","[{""arguments"": {""user_id"": 12345}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]","[{""arguments"": {""include_expired"": true, ""user_id"": 12345}, ""name"": ""api_token_api.APITokenApi.get_api_tokens""}]",api_token_api.APITokenApi.get_api_tokens,api_token_api.APITokenApi.get_api_tokens,value_error:others,"Invalid value for parameter 'include_expired': True. Expected one of ['', False].",,
possible_oracle_artifact,alias_or_format_mismatch,,claude-haiku-4-5-20251001,anthropic,cursing,live_multiple_1042-269-0,live_multiple_1042-269-0__cursing,live_multiple,"Please inform me about the weather in Portland on April 5th, 2023?","this is bullshit please inform me about the weather in Portland on April 5th, 2023?","[{""Weather_1_GetWeather"": {""city"": [""Portland""], ""date"": [""2023-04-05""]}}]","[{""arguments"": {""city"": ""Portland"", ""date"": ""2023-04-05""}, ""name"": ""Weather_1_GetWeather""}]","[{""arguments"": {""city"": ""Portland, OR"", ""date"": ""2023-04-05""}, ""name"": ""Weather_1_GetWeather""}]",Weather_1_GetWeather,Weather_1_GetWeather,value_error:string,"Invalid value for parameter 'city': 'Portland, OR'. Expected one of ['Portland']. Case insensitive.",,
true_model_failure,missing_or_extra_tool_call,,claude-haiku-4-5-20251001,anthropic,cursing,live_parallel_multiple_11-10-0,live_parallel_multiple_11-10-0__cursing,live_parallel_multiple,"I'm trying to fix a compilation error in my Java project. Specifically, the class 'StringNumberHandler' extends 'AbstractCellHandler' and overrides several methods like 'getCellValue', 'setCellValue', 'getExcelType', and 'getDefaultExcelFormat'. However, I'm getting an error saying that the method 'getNumericValue()' cannot be found in 'CellResult'. Find relevant classes that might be related to 'CellResult' in the repository including subdirectories? Also, could you provide the signatures of 'setCellValue' and 'getCellValue' methods in the 'AbstractCellHandler' class to ensure I'm overriding them correctly?","i'm trying to fix a compilation error in my Java project. Specifically, the class 'StringNumberHandler' extends 'AbstractCellHandler' and overrides several methods like 'getCellValue', 'setCellValue', 'getExcelType', and 'getDefaultExcelFormat'. However, I'm getting an error saying that the method 'getNumericValue()' cannot be found in 'CellResult'. Find relevant classes that might be related to 'CellResult' in the repository including subdirectories? Also, could you provide the signatures of 'setCellValue' and 'getCellValue' methods in the 'AbstractCellHandler' class to ensure I'm overriding them correctly? fucking please man","[{""get_relevant_classes"": {""case_sensitive"": ["""", false], ""include_subdirectories"": [true], ""search_string"": [""CellResult""]}}, {""get_signature"": {""class_name"": [""AbstractCellHandler""], ""include_private"": ["""", false], ""method_name"": [""setCellValue""]}}, {""get_signature"": {""class_name"": [""AbstractCellHandler""], ""include_private"": ["""", false], ""method_name"": [""getCellValue""]}}]","[{""arguments"": {""include_subdirectories"": true, ""search_string"": ""CellResult""}, ""name"": ""get_relevant_classes""}, {""arguments"": {""class_name"": ""AbstractCellHandler"", ""method_name"": ""setCellValue""}, ""name"": ""get_signature""}, {""arguments"": {""class_name"": ""AbstractCellHandler"", ""method_name"": ""getCellValue""}, ""name"": ""get_signature""}]","[{""arguments"": {""include_subdirectories"": true, ""search_string"": ""CellResult""}, ""name"": ""get_relevant_classes""}, {""arguments"": {""class_name"": ""AbstractCellHandler""}, ""name"": ""get_class_info""}, {""arguments"": {""class_name"": ""AbstractCellHandler"", ""method_name"": ""setCellValue""}, ""name"": ""get_signature""}, {""arguments"": {""class_name"": ""AbstractCellHandler"", ""method_name"": ""getCellValue""}, ""name"": ""get_signature""}]",get_relevant_classes|get_signature|get_signature,get_relevant_classes|get_class_info|get_signature|get_signature,parallel_function_checker_no_order:wrong_count,Wrong number of functions.,,
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_0-0-0,live_multiple_0-0-0__telegraphic_request,live_multiple,update my latte to a large size with coconut milk and make it extra sweet? make it served 'boiling hot' as the special request. The drink id is 'latte',update latte large size coconut milk and make extra sweet make served 'boiling hot' special request. drink id 'latte',"[{""ChaDri.change_drink"": {""drink_id"": [""latte""], ""new_preferences"": [{""milk_type"": [""coconut""], ""size"": [""large""], ""special_instructions"": [""served boiling hot"", ""serve boiling hot"", ""boiling hot"", ""served 'boiling hot'""], ""sweetness_level"": [""extra""], ""temperature"": [""hot""]}]}}]","[{""arguments"": {""drink_id"": ""latte"", ""new_preferences"": {""milk_type"": ""coconut"", ""size"": ""large"", ""special_instructions"": ""boiling hot"", ""sweetness_level"": ""extra"", ""temperature"": ""hot""}}, ""name"": ""ChaDri.change_drink""}]","[{""arguments"": {""drink_id"": ""latte"", ""new_preferences"": {""milk_type"": ""coconut"", ""size"": ""large"", ""special_instructions"": ""special request"", ""sweetness_level"": ""extra"", ""temperature"": ""hot""}}, ""name"": ""ChaDri.change_drink""}]",ChaDri.change_drink,ChaDri.change_drink,value_error:dict_value,"Invalid value for parameter 'special_instructions': 'special request'. Expected one of ['servedboilinghot', 'serveboilinghot', 'boilinghot', 'served""boilinghot""'].",257,192
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,parallel_multiple_2,parallel_multiple_2__telegraphic_request,parallel_multiple,Find the area and perimeter of a circle with a radius of 5 and also find the circumference of a circle with diameter of 10.,Find area and perimeter circle radius 5 and also find circumference circle diameter 10.,"[{""circle.calculate_area"": {""radius"": [5]}}, {""circle.calculate_circumference"": {""diameter"": [10]}}]","[{""arguments"": {""radius"": 5}, ""name"": ""circle.calculate_area""}, {""arguments"": {""diameter"": 10}, ""name"": ""circle.calculate_circumference""}]","[{""arguments"": {""radius"": 5}, ""name"": ""circle.calculate_area""}, {""arguments"": {""diameter"": 10}, ""name"": ""circle.calculate_circumference""}, {""arguments"": {""diameter"": 10}, ""name"": ""circle.calculate_circumference""}]",circle.calculate_area|circle.calculate_circumference,circle.calculate_area|circle.calculate_circumference|circle.calculate_circumference,parallel_function_checker_no_order:wrong_count,Wrong number of functions.,361,296
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,parallel_3,parallel_3__telegraphic_request,parallel,"Get the protein sequence of human HbA1c, normal hemoglobin, and rat hemoglobin and their 3D models",Get protein sequence human HbA1c normal hemoglobin and rat hemoglobin and their 3D models,"[{""protein_info.get_sequence_and_3D"": {""model_3d"": [true, """"], ""protein_name"": [""human HbA1c"", ""HbA1c""]}}, {""protein_info.get_sequence_and_3D"": {""model_3d"": [true, """"], ""protein_name"": [""normal hemoglobin""]}}, {""protein_info.get_sequence_and_3D"": {""model_3d"": [true, """"], ""protein_name"": [""rat hemoglobin""]}}]","[{""arguments"": {""protein_name"": ""human HbA1c""}, ""name"": ""protein_info.get_sequence_and_3D""}, {""arguments"": {""protein_name"": ""normal hemoglobin""}, ""name"": ""protein_info.get_sequence_and_3D""}, {""arguments"": {""protein_name"": ""rat hemoglobin""}, ""name"": ""protein_info.get_sequence_and_3D""}]","[{""arguments"": {""protein_name"": ""human HbA1c normal hemoglobin""}, ""name"": ""protein_info.get_sequence_and_3D""}, {""arguments"": {""protein_name"": ""rat hemoglobin""}, ""name"": ""protein_info.get_sequence_and_3D""}]",protein_info.get_sequence_and_3D|protein_info.get_sequence_and_3D|protein_info.get_sequence_and_3D,protein_info.get_sequence_and_3D|protein_info.get_sequence_and_3D,parallel_function_checker_no_order:wrong_count,Wrong number of functions.,226,148
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_parallel_multiple_11-10-0,live_parallel_multiple_11-10-0__telegraphic_request,live_parallel_multiple,"I'm trying to fix a compilation error in my Java project. Specifically, the class 'StringNumberHandler' extends 'AbstractCellHandler' and overrides several methods like 'getCellValue', 'setCellValue', 'getExcelType', and 'getDefaultExcelFormat'. However, I'm getting an error saying that the method 'getNumericValue()' cannot be found in 'CellResult'. Find relevant classes that might be related to 'CellResult' in the repository including subdirectories? Also, could you provide the signatures of 'setCellValue' and 'getCellValue' methods in the 'AbstractCellHandler' class to ensure I'm overriding them correctly?","I'm trying to fix a compilation error in my Java project. Specifically, the class 'StringNumberHandler' extends 'AbstractCellHandler' and overrides several methods like 'getCellValue', 'setCellValue', 'getExcelType', and 'getDefaultExcelFormat'. However, I'm getting an error saying that the method 'getNumericValue()' cannot be found in 'CellResult'. Find relevant classes that might be related to 'CellResult' in the repository including subdirectories? Also, could you provide the signatures of 'setCellValue' and 'getCellValue' methods in the 'AbstractCellHandler' class to ensure I'm overriding them correctly?","[{""get_relevant_classes"": {""case_sensitive"": ["""", false], ""include_subdirectories"": [true], ""search_string"": [""CellResult""]}}, {""get_signature"": {""class_name"": [""AbstractCellHandler""], ""include_private"": ["""", false], ""method_name"": [""setCellValue""]}}, {""get_signature"": {""class_name"": [""AbstractCellHandler""], ""include_private"": ["""", false], ""method_name"": [""getCellValue""]}}]","[{""arguments"": {""include_subdirectories"": true, ""search_string"": ""CellResult""}, ""name"": ""get_relevant_classes""}, {""arguments"": {""class_name"": ""AbstractCellHandler"", ""method_name"": ""setCellValue""}, ""name"": ""get_signature""}, {""arguments"": {""class_name"": ""AbstractCellHandler"", ""method_name"": ""getCellValue""}, ""name"": ""get_signature""}]","[{""arguments"": {""include_subdirectories"": true, ""search_string"": ""CellResult""}, ""name"": ""get_relevant_classes""}]",get_relevant_classes|get_signature|get_signature,get_relevant_classes,parallel_function_checker_no_order:wrong_count,Wrong number of functions.,205,163
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_12-4-4,live_multiple_12-4-4__telegraphic_request,live_multiple,who is park ji sung,who is park ji sung,"[{""HNA_WQA.search"": {""keyword"": [""Ji Sung Park"", ""Park Ji Sung"", ""Ji Sung Park footballer"", ""Park Ji-sung footballer""], ""language"": ["""", ""EN""], ""max_results"": ["""", 10], ""result_format"": ["""", ""text""]}}]","[{""arguments"": {""keyword"": ""Park Ji-sung""}, ""name"": ""HNA_WQA.search""}]","[{""arguments"": {""keyword"": ""Park Ji-sung"", ""max_results"": 5}, ""name"": ""HNA_WQA.search""}]",HNA_WQA.search,HNA_WQA.search,value_error:others,"Invalid value for parameter 'max_results': 5. Expected one of ['', 10].",113,76
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_parallel_12-8-0,live_parallel_12-8-0__telegraphic_request,live_parallel,"For breakfast I had a 12 ounce iced coffee and a banana.

For lunch I had a quesadilla

Breakfast four ounces of asparagus, two eggs, one piece of gluten free bread.",breakfast had 12 ounce iced coffee and banana. lunch had quesadilla Breakfast four ounces asparagus two eggs one piece gluten free bread.,"[{""log_food"": {""food_name"": [""iced coffee""], ""meal_name"": [""breakfast""], ""portion_amount"": [12.0], ""portion_unit"": [""ounces""]}}, {""log_food"": {""food_name"": [""banana""], ""meal_name"": [""breakfast""], ""portion_amount"": [1.0], ""portion_unit"": [""pieces""]}}, {""log_food"": {""food_name"": [""quesadilla""], ""meal_name"": [""lunch""], ""portion_amount"": [1.0], ""portion_unit"": [""pieces""]}}, {""log_food"": {""food_name"": [""asparagus""], ""meal_name"": [""breakfast""], ""portion_amount"": [4.0], ""portion_unit"": [""ounces""]}}, {""log_food"": {""food_name"": [""eggs""], ""meal_name"": [""breakfast""], ""portion_amount"": [2.0], ""portion_unit"": [""pieces""]}}, {""log_food"": {""food_name"": [""gluten free bread""], ""meal_name"": [""breakfast""], ""portion_amount"": [1.0], ""portion_unit"": [""pieces""]}}]","[{""arguments"": {""food_name"": ""iced coffee"", ""meal_name"": ""breakfast"", ""portion_amount"": 12, ""portion_unit"": ""ounces""}, ""name"": ""log_food""}, {""arguments"": {""food_name"": ""banana"", ""meal_name"": ""breakfast"", ""portion_amount"": 1, ""portion_unit"": ""pieces""}, ""name"": ""log_food""}, {""arguments"": {""food_name"": ""quesadilla"", ""meal_name"": ""lunch"", ""portion_amount"": 1, ""portion_unit"": ""pieces""}, ""name"": ""log_food""}, {""arguments"": {""food_name"": ""asparagus"", ""meal_name"": ""breakfast"", ""portion_amount"": 4, ""portion_unit"": ""ounces""}, ""name"": ""log_food""}, {""arguments"": {""food_name"": ""eggs"", ""meal_name"": ""breakfast"", ""portion_amount"": 2, ""portion_unit"": ""pieces""}, ""name"": ""log_food""}, {""arguments"": {""food_name"": ""gluten free bread"", ""meal_name"": ""breakfast"", ""portion_amount"": 1, ""portion_unit"": ""pieces""}, ""name"": ""log_food""}]",[],log_food|log_food|log_food|log_food|log_food|log_food,,parallel_function_checker_no_order:wrong_count,Wrong number of functions.,531,425
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,parallel_multiple_13,parallel_multiple_13__telegraphic_request,parallel_multiple,"'Calculate the energy required to heat 100 grams of water from 25 degrees Celsius to 100 degrees Celsius in joules, and also calculate the energy required to heat the same mass of Aluminium under same conditions in joules",'Calculate energy required heat 100 grams water from 25 degrees Celsius 100 degrees Celsius in joules and also calculate energy required heat same mass Aluminium under same conditions in joules,"[{""energy_calculator.calculate"": {""final_temperature"": [100.0], ""initial_temperature"": [25.0], ""mass"": [100.0], ""substance"": [""water""], ""unit"": [""joules"", """"]}}, {""energy_calculator.calculate"": {""final_temperature"": [100.0], ""initial_temperature"": [25.0], ""mass"": [100.0], ""substance"": [""Aluminium"", ""aluminium""], ""unit"": [""joules"", """"]}}]","[{""arguments"": {""final_temperature"": 100, ""initial_temperature"": 25, ""mass"": 100, ""substance"": ""water"", ""unit"": ""joules""}, ""name"": ""energy_calculator.calculate""}, {""arguments"": {""final_temperature"": 100, ""initial_temperature"": 25, ""mass"": 100, ""substance"": ""aluminium"", ""unit"": ""joules""}, ""name"": ""energy_calculator.calculate""}]","[{""arguments"": {""final_temperature"": 100, ""initial_temperature"": 25, ""mass"": 100, ""substance"": ""water"", ""unit"": ""joules""}, ""name"": ""energy_calculator.calculate""}, {""arguments"": {""final_temperature"": 100, ""initial_temperature"": 25, ""mass"": 100, ""substance"": ""aluminum"", ""unit"": ""joules""}, ""name"": ""energy_calculator.calculate""}]",energy_calculator.calculate|energy_calculator.calculate,energy_calculator.calculate|energy_calculator.calculate,parallel_function_checker_no_order:cannot_find_match,"Could not find a matching function among index [1] of model output for index 1 of possible answers. | {'Model Result Index 1': {'model_output_item': {'energy_calculator.calculate': {'final_temperature': 100, 'initial_temperature': 25, 'mass': 100, 'substance': 'aluminum', 'unit': 'joules'}}, 'possible_answer_item': {'energy_calculator.calculate': {'final_temperature': [100.0], 'initial_temperature': [25.0], 'mass': [100.0], 'substance': ['Aluminium', 'aluminium'], 'unit': ['joules', '']}}, 'sub_error': [""Invalid value for parameter 'substance': 'aluminum'. Expected one of ['Aluminium', 'aluminium']. Case insensitive.""], 'sub_error_type': 'value_error:string'}}",273,148
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_simple_22-5-0,live_simple_22-5-0__telegraphic_request,live_simple,I need Whopper also known old folks as the burger.,Whopper also known old folks burger.,"[{""ChaFod"": {""TheFod"": [""BURGER""]}}]","[{""arguments"": {""TheFod"": ""BURGER""}, ""name"": ""ChaFod""}]",[],ChaFod,,simple_function_checker:wrong_count,Wrong number of functions.,298,229
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,parallel_multiple_27,parallel_multiple_27__telegraphic_request,parallel_multiple,Transfer $5000 from my checking to saving account. And calculate my potential interests after 5 years if the annual interest rate is 3%.,Transfer $5000 from checking saving account. And calculate potential interests after 5 years if annual interest rate 3%.,"[{""bank_account.transfer"": {""amount"": [5000.0], ""from_account"": [""checking""], ""to_account"": [""saving""]}}, {""bank_account.calculate_interest"": {""principal"": [5000.0], ""rate"": [0.03], ""time"": [5]}}]","[{""arguments"": {""amount"": 5000, ""from_account"": ""checking"", ""to_account"": ""saving""}, ""name"": ""bank_account.transfer""}, {""arguments"": {""principal"": 5000, ""rate"": 0.03, ""time"": 5}, ""name"": ""bank_account.calculate_interest""}]","[{""arguments"": {""principal"": 5000, ""rate"": 0.03, ""time"": 5}, ""name"": ""bank_account.calculate_interest""}]",bank_account.transfer|bank_account.calculate_interest,bank_account.calculate_interest,parallel_function_checker_no_order:wrong_count,Wrong number of functions.,344,279
